Scheme Name	Asset Value
Reliance Capital Builder Fund- Series C- Direct Plan- Growth Option	14.4939
Reliance Capital Builder Fund- Series C- Dividend Payout Option	13.8573
Reliance Capital Builder Fund- Series C- Growth Option	13.8573
Reliance Close Ended Equity Fund - Series A - Direct Plan - Dividend Payout Option	12.2273
Reliance Close Ended Equity Fund - Series A - Direct Plan - Growth Option	23.8241
Reliance Close Ended Equity Fund - Series A - Dividend Payout Option	11.2608
Reliance Close Ended Equity Fund - Series A - Growth Option	22.6688
Reliance Close Ended Equity Fund - Series B - Direct Plan - Dividend Payout Option	12.2564
Reliance Close Ended Equity Fund - Series B - Direct Plan - Growth Option	23.8837
Reliance Close Ended Equity Fund - Series B - Dividend Payout Option	11.2518
Reliance Close Ended Equity Fund - Series B - Growth Option	22.6520
Reliance Close Ended Equity Fund II- Series A- Direct Plan- Dividend Payout Option	13.6958
Reliance Close Ended Equity Fund II- Series A- Direct Plan- Growth Option	19.3301
Reliance Close Ended Equity Fund II- Series A- Dividend Payout Option	12.9136
Reliance Close Ended Equity Fund II- Series A- Growth Option	18.5052
SBI EQUITY OPPORTUNITIES FUND -  SERIES IV - REGULAR PLAN - GROWTH	25.8789
SBI EQUITY OPPORTUNITIES FUND - SERIES IV - DIRECT PLAN - GROWTH	27.4317
SBI Equity Opportunities Fund-Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	23.3145
SBI Equity Opportunities Fund-Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	21.9580
UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Dividend Option	14.205
UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Growth Option	15.3687
UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Dividend Option	13.2056
UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Growth Option	14.3308
UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - Dividend  Option	10.6409
UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - Growth Option	10.6409
UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Dividend Option	10.2531
UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Growth Option	10.253
UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Dividend Option	11.8178
UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Growth Option	11.8178
UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Dividend Option	11.3617
UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Growth Option	11.3617
UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - Growth Option	13.7253
UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - IDCW	13.7253
UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - Growth Option	13.2169
UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - IDCW	13.2169
UTI Long Term Advantage Fund Series VII - Direct Plan - Growth Option	13.1836
UTI Long Term Advantage Fund Series VII - Direct Plan - IDCW	13.1836
UTI Long Term Advantage Fund Series VII - Regular Plan - Growth Option	12.737
UTI Long Term Advantage Fund Series VII - Regular Plan - IDCW	12.737
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Growth Option	10.1879
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Direct Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Growth Option	10.184
Aditya Birla Sun Life Fixed Maturity Plan - Series UQ (92 days) - Regular Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Growth Option	10.1718
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Direct Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Growth Option	10.1694
Aditya Birla Sun Life Fixed Maturity Plan - Series UR (85 days) - Regular Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Growth Option	10.2094
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Direct Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Growth Option	10.2066
Aditya Birla Sun Life Fixed Maturity Plan - Series US (100 days) - Regular Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Growth Option	12.81
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Direct Plan - Payout of IDCW option	12.812
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Growth Option	12.759
Aditya Birla Sun Life Fixed Term Plan - Series TI (1837 days) - Regular Plan - Payout of IDCW option	12.759
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Growth Option	12.8127
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Direct Plan - Payout of IDCW Option	12.8141
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Growth Option	12.7657
Aditya Birla Sun Life Fixed Term Plan - Series TJ (1838 days) - Regular Plan - Payout of IDCW Option	12.7658
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Direct Plan - Growth Option	12.4149
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Growth Option	12.3859
Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Regular Plan - Payout of IDCW option	12.3856
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Direct Plan Growth Option	12.0264
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Regular Plan - Payout of IDCW Option	11.996
Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days)- Regular Plan - Growth Option	11.996
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Growth Option	10.3716
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Direct Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Growth Option	10.3665
Aditya Birla Sun Life Fixed Term Plan - Series UF (180 days) - Regular Plan - Payout of IDCW Option	10.
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Growth Option	11.8318
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Direct Plan - Payout of IDCW Option	11.8411
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Growth Option	11.8059
Aditya Birla Sun Life Fixed Term Plan - Series UJ (1110 days) - Regular Plan - Payout of IDCW Option	11.8068
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Direct - IDCW	10.
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Growth - Regular Plan	33.8781
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - institutional - IDCW	10.0423
Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Regular - IDCW	10.0423
Aditya Birla Sun Life Interval Income Fund - Quarterly Series I - Growth - Direct Plan	34.1066
Axis Fixed Term Plan - Series 112 (1143 Days) - Direct Plan - Growth	11.9852
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular  Plan - Growth	11.9324
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan -  Half Yearly IDCW Payout	11.9324
Axis Fixed Term Plan - Series 112 (1143 Days) - Regular Plan - Quarterly IDCW Payout	11.9327
Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Growth	11.8698
Axis Fixed Term Plan - Series 113 (1228 Days) - Direct Plan - Quarterly IDCW	11.8698
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Growth	11.8093
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Half Yearly IDCW	11.8093
Axis Fixed Term Plan - Series 113 (1228 Days) - Regular Plan - Quarterly IDCW	11.8145
Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Direct Plan - Growth	10.19117240
Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Direct Plan - IDCW	10.19116956
Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Regular Plan - Growth	10.18828586
Bandhan Fixed Maturity Plan (FMP) - Series 209 (93 Days) - Regular Plan - IDCW	10.18828585
BANDHAN Fixed Term Plan Series 179 DIRECT PLAN HALF YEARLY-IDCW (3652 days)	11.6423
BANDHAN Fixed Term Plan Series 179 DIRECT PLAN-GROWTH (3652 days)	17.0388
BANDHAN Fixed Term Plan Series 179 REGULAR PLAN PERIODIC-IDCW (3652 days)	14.4451
BANDHAN Fixed Term Plan Series 179 REGULAR PLAN-GROWTH (3652 days)	16.7731
IDFC Fixed Term Plan Series 167 REGULAR PLAN HALF YEARLY-IDCW (1202 days)	10.41782744
IDFC Fixed Term Plan Series 167 REGULAR PLAN QUARTERLY-IDCW (1202 days)	10.47320000
IDFC Fixed Term Plan Series 167 REGULAR PLAN-GROWTH (1202 days)	12.86192201
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - GROWTH OPTION	13.1536
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - DIRECT PLAN - IDCW (Payout/Reinvestment)	13.1506
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - GROWTH OPTION	13.0217
CANARA ROBECO CAPITAL PROTECTION ORIENTED FUND SERIES 10 - REGULAR PLAN - IDCW (Payout/Reinvestment)	13.0217
DSP FMP Series - 264 - 60M - 17D - Direct - Growth	12.5515
DSP FMP Series - 264 - 60M - 17D - Direct - IDCW	12.5514
DSP FMP Series - 264 - 60M - 17D - Regular - IDCW	12.4801
DSP FMP Series - 264 - 60M - 17D - Regular Plan - Growth	12.4805
DSP FMP Series - 267 - 1246 Days - Direct - Growth	12.1639
DSP FMP Series - 267 - 1246 Days - Direct - IDCW	12.1639
DSP FMP Series - 267 - 1246 Days - Regular - Growth	12.1291
DSP FMP Series - 267 - 1246 Days - Regular - IDCW	12.129
DSP FMP Series - 268 - 1281 Days - Direct - Growth	12.1411
DSP FMP Series - 268 - 1281 Days - Direct - IDCW	12.14
DSP FMP Series - 268 - 1281 Days - Regular - Growth	12.0941
DSP FMP Series - 268 - 1281 Days - Regular - IDCW	12.0941
DSP FMP Series - 270 - 1144 Days - Direct - Growth	11.9385
DSP FMP Series - 270 - 1144 Days - Direct - IDCW	11.939
DSP FMP Series - 270 - 1144 Days - Regular - Growth	11.9107
DSP FMP Series - 270 - 1144 Days - Regular - IDCW	11.9107
Franklin India Fixed Maturity Plans- Series 4- Plan D (1098 days)- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4- Plan D(1098 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans - Series 6 Plan C (1169 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 6 Plan C (1169 days)- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4 Plan C (1098 days) -Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4 - Plan B (1098 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 2- Plan B(1224 days)- Quarterly Dividend - Direct	10.0000
Franklin India Fixed Maturity Plans- Series 2- Plan C (1205 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Dividend Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan B (1139 days)- Quarterly Dividend-Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan D (1132 days)- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Quarterly Dividend	10.0000
Franklin India Fixed Maturity Plans Series 3- Plan F (1098 days)- Quarterly Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 3- Plan F (1098 days )- Dividend- Direct	10.0000
Franklin India Fixed Maturity Plans- Series 4- Plan E (1098 days)- Dividend -Direct	10.0000
Franklin India Fixed Maturity Plans- Series 5 Plan D (1238 days)- Quarterly Dividend- Direct	10.0000
HDFC Charity Fund for Cancer Cure - IDCW Option - 50% IDCW Donation Option	10.2318
HDFC Charity Fund for Cancer Cure - IDCW Option - 75% IDCW Donation Option	10.2318
HDFC Charity Fund for Cancer Cure - IDCW Option - Direct Plan - 50% IDCW Donation Option	10.2318
HDFC Charity Fund for Cancer Cure - IDCW Option - Direct Plan - 75% IDCW Donation Option	10.2318
HDFC FMP 1100D April 2019 (1) - Growth Option	12.3999
HDFC FMP 1100D April 2019 (1) - Growth Option - Direct Plan	12.4731
HDFC FMP 1100D April 2019 (1) - IDCW Option	10
HDFC FMP 1100D April 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1100D April 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1100D April 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1118D March 2019 (1) - Growth Option	12.3925
HDFC FMP 1118D March 2019 (1) - Growth Option - Direct Plan	12.4472
HDFC FMP 1118D March 2019 (1) - IDCW Option	10
HDFC FMP 1118D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1118D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1120D March 2019 (1) - Growth Option	12.354
HDFC FMP 1120D March 2019 (1) - Growth Option - Direct Plan	12.452
HDFC FMP 1120D March 2019 (1) - IDCW Option	10
HDFC FMP 1120D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1120D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1120D March 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1126D March 2019 (1) - Growth Option	12.5025
HDFC FMP 1126D March 2019 (1) - Growth Option - Direct Plan	12.6016
HDFC FMP 1126D March 2019 (1) - IDCW Option	10
HDFC FMP 1126D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1126D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1126D March 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1127D March 2019 (1) - Growth Option	12.4084
HDFC FMP 1127D March 2019 (1) - Growth Option - Direct Plan	12.507
HDFC FMP 1127D March 2019 (1) - IDCW Option	10
HDFC FMP 1127D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1127D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1127D March 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1133D February 2019 (1) - Growth Option	12.5318
HDFC FMP 1133D February 2019 (1) - Growth Option - Direct Plan	12.6314
HDFC FMP 1133D February 2019 (1) - IDCW Option	10
HDFC FMP 1133D February 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1133D February 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1133D February 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1146D February 2019 (1) - Growth Option	12.5851
HDFC FMP 1146D February 2019 (1) - Growth Option - Direct Plan	12.6858
HDFC FMP 1146D February 2019 (1) - IDCW Option	10
HDFC FMP 1146D February 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1146D February 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1146D February 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1154D February 2019 (1) - Growth Option	12.575
HDFC FMP 1154D February 2019 (1) - Growth Option - Direct Plan	12.675
HDFC FMP 1154D February 2019 (1) - IDCW Option	10
HDFC FMP 1154D February 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1154D February 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1154D February 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1158D July 2022 - Growth Option	12.1527
HDFC FMP 1158D July 2022 - Growth Option - Direct Plan	12.2493
HDFC FMP 1158D July 2022 - IDCW Option	12.1527
HDFC FMP 1158D July 2022 - IDCW Option - Direct Plan	12.2493
HDFC FMP 1158D July 2022 - Quarterly IDCW Option	10.1776
HDFC FMP 1158D July 2022 - Quarterly IDCW Option - Direct Plan	10.1851
HDFC FMP 1162D March 2022 - Growth Option	11.9891
HDFC FMP 1162D March 2022 - Growth Option - Direct Plan	12.0456
HDFC FMP 1162D March 2022 - IDCW Option	10
HDFC FMP 1162D March 2022 - IDCW Option - Direct Plan	10
HDFC FMP 1162D March 2022 - Quarterly Dividend Option	10
HDFC FMP 1162D March 2022 - Quarterly Dividend Option - Direct Plan	10
HDFC FMP 1168D January 2019 (1) - Growth Option	12.6644
HDFC FMP 1168D January 2019 (1) - Growth Option - Direct Plan	12.7715
HDFC FMP 1168D January 2019 (1) - IDCW Option	10
HDFC FMP 1168D January 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1168D January 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1168D January 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1170D February 2017 (1) - Direct Option - Dividend Option	10
HDFC FMP 1170D February 2017 (1) - Direct Option - Growth Option	12.8951
HDFC FMP 1170D February 2017 (1) - Direct Option - Quarterly Dividend Option	10
HDFC FMP 1170D February 2017 (1) - Regular Option - Dividend Option	10
HDFC FMP 1170D February 2017 (1) - Regular Option - Growth Option	12.7436
HDFC FMP 1170D February 2017 (1) - Regular Option - Quarterly Dividend Option	10
HDFC FMP 1175D January 2019 (1) - Growth Option	12.6824
HDFC FMP 1175D January 2019 (1) - Growth Option - Direct Plan	12.7896
